function	size	time
lu	170	0.007942
solve	170	0.000100
lu	170	0.007828
solve	170	0.000100
lu	170	0.007910
solve	170	0.000104
lu	171	0.008028
solve	171	0.000131
lu	171	0.007882
solve	171	0.000145
lu	171	0.008884
solve	171	0.000113
lu	171	0.008137
solve	171	0.000114
lu	171	0.008332
solve	171	0.000112
lu	171	0.008525
solve	171	0.000113
lu	171	0.008008
solve	171	0.000102
lu	171	0.008174
solve	171	0.000116
lu	171	0.008559
solve	171	0.000107
lu	171	0.008157
solve	171	0.000099
lu	172	0.008199
solve	172	0.000118
lu	172	0.008446
solve	172	0.000102
lu	172	0.008079
solve	172	0.000120
lu	172	0.007969
solve	172	0.000102
lu	172	0.008351
solve	172	0.000103
lu	172	0.008054
solve	172	0.000102
lu	172	0.008096
solve	172	0.000102
lu	172	0.008033
solve	172	0.000101
lu	172	0.007972
solve	172	0.000101
lu	172	0.008039
solve	172	0.000102
lu	173	0.008291
solve	173	0.000103
lu	173	0.008154
solve	173	0.000103
lu	173	0.008276
solve	173	0.000103
lu	173	0.008167
solve	173	0.000103
lu	173	0.008202
solve	173	0.000103
lu	173	0.008181
solve	173	0.000103
lu	173	0.008207
solve	173	0.000103
lu	173	0.008887
solve	173	0.000134
lu	173	0.008546
solve	173	0.000103
lu	173	0.008205
solve	173	0.000098
lu	174	0.008371
solve	174	0.000103
lu	174	0.008587
solve	174	0.000104
lu	174	0.008672
solve	174	0.000121
lu	174	0.008400
solve	174	0.000108
lu	174	0.008695
solve	174	0.000102
lu	174	0.008566
solve	174	0.000104
lu	174	0.008532
solve	174	0.000108
lu	174	0.008293
solve	174	0.000105
lu	174	0.008435
solve	174	0.000104
lu	174	0.008382
solve	174	0.000101
lu	175	0.008376
solve	175	0.000105
lu	175	0.008389
solve	175	0.000105
lu	175	0.008393
solve	175	0.000105
lu	175	0.008445
solve	175	0.000105
lu	175	0.008388
solve	175	0.000105
lu	175	0.008460
solve	175	0.000105
lu	175	0.008410
solve	175	0.000104
lu	175	0.008499
solve	175	0.000106
lu	175	0.008445
solve	175	0.000105
lu	175	0.008406
solve	175	0.000105
lu	176	0.008670
solve	176	0.000106
lu	176	0.008559
solve	176	0.000106
lu	176	0.008524
solve	176	0.000106
lu	176	0.008667
solve	176	0.000107
lu	176	0.008533
solve	176	0.000106
lu	176	0.008589
solve	176	0.000106
lu	176	0.008562
solve	176	0.000106
lu	176	0.008561
solve	176	0.000106
lu	176	0.008521
solve	176	0.000105
lu	176	0.008600
solve	176	0.000106
lu	177	0.008249
solve	177	0.000107
lu	177	0.008308
solve	177	0.000108
lu	177	0.008952
solve	177	0.000117
lu	177	0.008234
solve	177	0.000107
lu	177	0.008595
solve	177	0.000113
lu	177	0.008293
solve	177	0.000108
lu	177	0.008268
solve	177	0.000107
lu	177	0.008220
solve	177	0.000107
lu	177	0.008275
solve	177	0.000107
lu	177	0.008228
solve	177	0.000107
lu	178	0.008784
solve	178	0.000108
lu	178	0.008642
solve	178	0.000118
lu	178	0.008823
solve	178	0.000108
lu	178	0.008872
solve	178	0.000104
lu	178	0.008834
solve	178	0.000109
lu	178	0.008837
solve	178	0.000108
lu	178	0.008742
solve	178	0.000108
lu	178	0.008850
solve	178	0.000108
lu	178	0.008650
solve	178	0.000108
lu	178	0.008538
solve	178	0.000108
lu	179	0.009012
solve	179	0.000105
lu	179	0.008900
solve	179	0.000109
lu	179	0.008968
solve	179	0.000109
lu	179	0.008988
solve	179	0.000110
lu	179	0.009065
solve	179	0.000109
lu	179	0.009034
solve	179	0.000109
lu	179	0.008998
solve	179	0.000106
lu	179	0.009333
solve	179	0.000113
lu	179	0.009115
solve	179	0.000111
lu	179	0.009095
solve	179	0.000109
lu	180	0.009245
solve	180	0.000110
lu	180	0.009131
solve	180	0.000111
lu	180	0.009613
solve	180	0.000118
lu	180	0.009377
solve	180	0.000118
lu	180	0.009392
solve	180	0.000111
lu	180	0.009503
solve	180	0.000113
lu	180	0.009224
solve	180	0.000110
lu	180	0.009257
solve	180	0.000184
lu	180	0.009133
solve	180	0.000112
lu	180	0.009189
solve	180	0.000110
lu	181	0.009365
solve	181	0.000112
lu	181	0.009373
solve	181	0.000112
lu	181	0.009367
solve	181	0.000112
lu	181	0.009406
solve	181	0.000114
lu	181	0.009427
solve	181	0.000112
lu	181	0.009464
solve	181	0.000129
lu	181	0.009483
solve	181	0.000124
lu	181	0.009455
solve	181	0.000132
lu	181	0.011034
solve	181	0.000126
lu	181	0.009691
solve	181	0.000115
lu	182	0.010321
solve	182	0.000127
lu	182	0.010656
solve	182	0.000144
lu	182	0.010869
solve	182	0.000139
lu	182	0.010704
solve	182	0.000115
lu	182	0.009810
solve	182	0.000113
lu	182	0.009973
solve	182	0.000113
lu	182	0.009647
solve	182	0.000115
lu	182	0.010238
solve	182	0.000117
lu	182	0.009805
solve	182	0.000113
lu	182	0.009659
solve	182	0.000113
lu	183	0.010213
solve	183	0.000184
lu	183	0.010595
solve	183	0.000142
lu	183	0.009815
solve	183	0.000123
lu	183	0.010191
solve	183	0.000122
lu	183	0.009838
solve	183	0.000117
lu	183	0.009616
solve	183	0.000116
lu	183	0.009843
solve	183	0.000115
lu	183	0.009851
solve	183	0.000116
lu	183	0.009666
solve	183	0.000117
lu	183	0.009716
solve	183	0.000115
lu	184	0.010455
solve	184	0.000122
lu	184	0.010050
solve	184	0.000121
lu	184	0.010181
solve	184	0.000116
lu	184	0.010088
solve	184	0.000134
lu	184	0.010101
solve	184	0.000141
lu	184	0.010313
solve	184	0.000119
lu	184	0.011267
solve	184	0.000123
lu	184	0.010315
solve	184	0.000116
lu	184	0.010051
solve	184	0.000115
lu	184	0.010496
solve	184	0.000135
lu	185	0.010712
solve	185	0.000118
lu	185	0.010350
solve	185	0.000117
lu	185	0.010012
solve	185	0.000135
lu	185	0.010167
solve	185	0.000113
lu	185	0.009928
solve	185	0.000116
lu	185	0.010770
solve	185	0.000155
lu	185	0.010429
solve	185	0.000117
lu	185	0.009984
solve	185	0.000116
lu	185	0.010114
solve	185	0.000152
lu	185	0.011993
solve	185	0.000137
lu	186	0.010216
solve	186	0.000133
lu	186	0.010523
solve	186	0.000138
lu	186	0.010216
solve	186	0.000114
lu	186	0.010248
solve	186	0.000118
lu	186	0.010193
solve	186	0.000122
lu	186	0.010212
solve	186	0.000118
lu	186	0.010201
solve	186	0.000118
lu	186	0.010107
solve	186	0.000118
lu	186	0.010535
solve	186	0.000119
lu	186	0.010439
solve	186	0.000119
lu	187	0.010440
solve	187	0.000120
lu	187	0.010628
solve	187	0.000123
lu	187	0.010372
solve	187	0.000115
lu	187	0.010266
solve	187	0.000117
lu	187	0.010226
solve	187	0.000119
lu	187	0.010260
solve	187	0.000119
lu	187	0.010258
solve	187	0.000119
lu	187	0.011513
solve	187	0.000142
lu	187	0.011702
solve	187	0.000160
lu	187	0.010750
solve	187	0.000134
lu	188	0.010409
solve	188	0.000120
lu	188	0.010547
solve	188	0.000120
lu	188	0.010518
solve	188	0.000116
lu	188	0.010459
solve	188	0.000120
lu	188	0.010617
solve	188	0.000120
lu	188	0.010499
solve	188	0.000120
lu	188	0.010556
solve	188	0.000136
lu	188	0.010462
solve	188	0.000120
lu	188	0.010756
solve	188	0.000121
lu	188	0.011028
solve	188	0.000138
lu	189	0.010758
solve	189	0.000121
lu	189	0.010713
solve	189	0.000122
lu	189	0.010840
solve	189	0.000122
lu	189	0.010549
solve	189	0.000117
lu	189	0.010711
solve	189	0.000121
lu	189	0.010668
solve	189	0.000120
lu	189	0.010658
solve	189	0.000122
lu	189	0.011224
solve	189	0.000123
lu	189	0.011482
solve	189	0.000123
lu	189	0.010535
solve	189	0.000121
lu	190	0.010808
solve	190	0.000123
lu	190	0.010764
solve	190	0.000122
lu	190	0.010803
solve	190	0.000121
lu	190	0.011275
solve	190	0.000147
lu	190	0.011174
solve	190	0.000124
lu	190	0.010934
solve	190	0.000122
lu	190	0.010978
solve	190	0.000123
lu	190	0.010895
solve	190	0.000132
lu	190	0.011731
solve	190	0.000139
lu	190	0.013423
solve	190	0.000158
lu	191	0.011269
solve	191	0.000132
lu	191	0.011557
solve	191	0.000131
lu	191	0.011702
solve	191	0.000155
lu	191	0.011157
solve	191	0.000144
lu	191	0.011894
solve	191	0.000142
lu	191	0.011291
solve	191	0.000139
lu	191	0.011525
solve	191	0.000124
lu	191	0.011355
solve	191	0.000134
lu	191	0.011141
solve	191	0.000124
lu	191	0.011789
solve	191	0.000125
lu	192	0.011649
solve	192	0.000132
lu	192	0.011305
solve	192	0.000125
lu	192	0.011430
solve	192	0.000125
lu	192	0.011427
solve	192	0.000127
lu	192	0.011445
solve	192	0.000125
lu	192	0.011324
solve	192	0.000126
lu	192	0.011310
solve	192	0.000144
lu	192	0.011620
solve	192	0.000123
lu	192	0.011319
solve	192	0.000126
lu	192	0.011283
solve	192	0.000139
lu	193	0.011414
solve	193	0.000126
lu	193	0.011865
solve	193	0.000140
lu	193	0.012199
solve	193	0.000138
lu	193	0.011426
solve	193	0.000127
lu	193	0.011485
solve	193	0.000127
lu	193	0.011345
solve	193	0.000126
lu	193	0.011414
solve	193	0.000128
lu	193	0.011351
solve	193	0.000126
lu	193	0.011429
solve	193	0.000126
lu	193	0.011359
solve	193	0.000126
lu	194	0.011441
solve	194	0.000123
lu	194	0.011555
solve	194	0.000134
lu	194	0.012603
solve	194	0.000127
lu	194	0.011547
solve	194	0.000128
lu	194	0.011479
solve	194	0.000128
lu	194	0.012239
solve	194	0.000145
lu	194	0.012001
solve	194	0.000129
lu	194	0.011450
solve	194	0.000128
lu	194	0.011538
solve	194	0.000129
lu	194	0.011543
solve	194	0.000127
lu	195	0.011122
solve	195	0.000129
lu	195	0.011118
solve	195	0.000129
lu	195	0.010966
solve	195	0.000182
lu	195	0.017142
solve	195	0.000141
lu	195	0.011642
solve	195	0.000168
lu	195	0.011192
solve	195	0.000130
lu	195	0.010923
solve	195	0.000129
lu	195	0.011004
solve	195	0.000129
lu	195	0.010988
solve	195	0.000130
lu	195	0.011353
solve	195	0.000125
lu	196	0.011824
solve	196	0.000128
lu	196	0.011881
solve	196	0.000129
lu	196	0.011874
solve	196	0.000130
lu	196	0.011878
solve	196	0.000157
lu	196	0.011830
solve	196	0.000129
lu	196	0.011896
solve	196	0.000131
lu	196	0.011895
solve	196	0.000130
lu	196	0.011756
solve	196	0.000129
lu	196	0.011847
solve	196	0.000126
lu	196	0.011835
solve	196	0.000130
lu	197	0.012060
solve	197	0.000131
lu	197	0.012325
solve	197	0.000137
lu	197	0.012016
solve	197	0.000132
lu	197	0.011996
solve	197	0.000131
lu	197	0.012024
solve	197	0.000144
lu	197	0.011964
solve	197	0.000132
lu	197	0.012010
solve	197	0.000130
lu	197	0.011969
solve	197	0.000131
lu	197	0.012072
solve	197	0.000127
lu	197	0.012053
solve	197	0.000131
lu	198	0.012270
solve	198	0.000130
lu	198	0.012207
solve	198	0.000144
lu	198	0.012525
solve	198	0.000147
lu	198	0.012211
solve	198	0.000137
lu	198	0.012284
solve	198	0.000132
lu	198	0.012239
solve	198	0.000128
lu	198	0.012252
solve	198	0.000132
lu	198	0.012635
solve	198	0.000183
lu	198	0.015183
solve	198	0.000147
lu	198	0.015062
solve	198	0.000180
lu	199	0.014235
solve	199	0.000137
lu	199	0.013055
solve	199	0.000160
lu	199	0.012388
solve	199	0.000151
lu	199	0.012534
solve	199	0.000134
lu	199	0.012439
solve	199	0.000135
lu	199	0.012439
solve	199	0.000135
lu	199	0.012490
solve	199	0.000134
lu	199	0.012378
solve	199	0.000134
lu	199	0.012373
solve	199	0.000134
lu	199	0.012476
solve	199	0.000133
lu	200	0.012820
solve	200	0.000135
lu	200	0.012740
solve	200	0.000134
lu	200	0.012614
solve	200	0.000134
lu	200	0.012604
solve	200	0.000134
lu	200	0.012646
solve	200	0.000135
lu	200	0.012489
solve	200	0.000134
lu	200	0.012662
solve	200	0.000135
lu	200	0.012511
solve	200	0.000139
lu	200	0.012642
solve	200	0.000146
lu	200	0.012889
solve	200	0.000146
lu	201	0.013158
solve	201	0.000161
lu	201	0.012904
solve	201	0.000136
lu	201	0.012861
solve	201	0.000136
lu	201	0.012869
solve	201	0.000137
lu	201	0.012792
solve	201	0.000136
lu	201	0.013143
solve	201	0.000134
lu	201	0.012933
solve	201	0.000137
lu	201	0.012776
solve	201	0.000136
lu	201	0.012759
solve	201	0.000144
lu	201	0.012747
solve	201	0.000138
lu	202	0.013032
solve	202	0.000139
lu	202	0.013011
solve	202	0.000137
lu	202	0.014205
solve	202	0.000143
lu	202	0.013332
solve	202	0.000140
lu	202	0.012965
solve	202	0.000146
lu	202	0.013058
solve	202	0.000139
lu	202	0.014735
solve	202	0.000178
lu	202	0.013137
solve	202	0.000140
lu	202	0.013155
solve	202	0.000140
lu	202	0.013114
solve	202	0.000147
lu	203	0.013331
solve	203	0.000139
lu	203	0.013229
solve	203	0.000135
lu	203	0.013315
solve	203	0.000139
lu	203	0.013148
solve	203	0.000136
lu	203	0.013191
solve	203	0.000135
lu	203	0.013224
solve	203	0.000139
lu	203	0.013244
solve	203	0.000139
lu	203	0.013224
solve	203	0.000139
lu	203	0.013236
solve	203	0.000138
lu	203	0.013246
solve	203	0.000139
lu	204	0.013590
solve	204	0.000140
lu	204	0.013649
solve	204	0.000140
lu	204	0.013429
solve	204	0.000140
lu	204	0.013386
solve	204	0.000140
lu	204	0.013372
solve	204	0.000150
lu	204	0.013566
solve	204	0.000141
lu	204	0.013391
solve	204	0.000135
lu	204	0.013521
solve	204	0.000140
lu	204	0.013412
solve	204	0.000143
lu	204	0.013410
solve	204	0.000140
lu	205	0.014251
solve	205	0.000143
lu	205	0.013496
solve	205	0.000145
lu	205	0.013693
solve	205	0.000142
lu	205	0.013712
solve	205	0.000141
lu	205	0.013788
solve	205	0.000141
lu	205	0.013708
solve	205	0.000158
lu	205	0.013634
solve	205	0.000141
lu	205	0.013756
solve	205	0.000141
lu	205	0.013942
solve	205	0.000154
lu	205	0.015663
solve	205	0.000152
lu	206	0.014432
solve	206	0.000158
lu	206	0.014168
solve	206	0.000168
lu	206	0.013653
solve	206	0.000144
lu	206	0.013730
solve	206	0.000189
lu	206	0.013959
solve	206	0.000150
lu	206	0.013817
solve	206	0.000145
lu	206	0.013935
solve	206	0.000138
lu	206	0.013817
solve	206	0.000143
lu	206	0.013749
solve	206	0.000151
lu	206	0.013889
solve	206	0.000143
lu	207	0.013983
solve	207	0.000143
lu	207	0.013986
solve	207	0.000144
lu	207	0.014040
solve	207	0.000144
lu	207	0.013926
solve	207	0.000144
lu	207	0.014001
solve	207	0.000144
lu	207	0.014174
solve	207	0.000153
lu	207	0.013987
solve	207	0.000144
lu	207	0.013891
solve	207	0.000144
lu	207	0.014040
solve	207	0.000156
lu	207	0.014324
solve	207	0.000155
lu	208	0.014257
solve	208	0.000150
lu	208	0.014256
solve	208	0.000147
lu	208	0.014152
solve	208	0.000145
lu	208	0.014203
solve	208	0.000145
lu	208	0.014585
solve	208	0.000145
lu	208	0.014107
solve	208	0.000142
lu	208	0.014290
solve	208	0.000145
lu	208	0.014292
solve	208	0.000145
lu	208	0.014246
solve	208	0.000179
lu	208	0.014132
solve	208	0.000148
lu	209	0.014448
solve	209	0.000147
lu	209	0.014621
solve	209	0.000148
lu	209	0.014490
solve	209	0.000150
lu	209	0.014240
solve	209	0.000147
lu	209	0.014375
solve	209	0.000147
lu	209	0.014529
solve	209	0.000147
lu	209	0.014279
solve	209	0.000146
lu	209	0.021471
solve	209	0.000160
lu	209	0.017604
solve	209	0.000149
lu	209	0.014389
solve	209	0.000148
lu	210	0.014621
solve	210	0.000149
lu	210	0.014611
solve	210	0.000149
lu	210	0.014547
solve	210	0.000148
lu	210	0.014699
solve	210	0.000149
lu	210	0.014455
solve	210	0.000149
lu	210	0.014626
solve	210	0.000149
lu	210	0.014613
solve	210	0.000149
lu	210	0.014648
solve	210	0.000148
lu	210	0.014538
solve	210	0.000152
lu	210	0.014581
solve	210	0.000147
lu	211	0.014888
solve	211	0.000159
lu	211	0.014841
solve	211	0.000155
lu	211	0.014667
solve	211	0.000167
lu	211	0.014696
solve	211	0.000149
lu	211	0.014915
solve	211	0.000156
lu	211	0.014781
solve	211	0.000150
lu	211	0.014804
solve	211	0.000149
lu	211	0.014838
solve	211	0.000149
lu	211	0.015822
solve	211	0.000144
lu	211	0.014952
solve	211	0.000151
lu	212	0.015099
solve	212	0.000151
lu	212	0.014878
solve	212	0.000150
lu	212	0.015003
solve	212	0.000151
lu	212	0.015530
solve	212	0.000168
lu	212	0.016357
solve	212	0.000192
lu	212	0.017586
solve	212	0.000198
lu	212	0.017599
solve	212	0.000190
lu	212	0.016675
solve	212	0.000176
lu	212	0.015129
solve	212	0.000151
lu	212	0.015319
solve	212	0.000148
lu	213	0.015790
solve	213	0.000154
lu	213	0.015280
solve	213	0.000147
lu	213	0.015411
solve	213	0.000153
lu	213	0.015193
solve	213	0.000152
lu	213	0.015202
solve	213	0.000153
lu	213	0.015107
solve	213	0.000148
lu	213	0.015728
solve	213	0.000154
lu	213	0.015134
solve	213	0.000153
lu	213	0.015199
solve	213	0.000151
lu	213	0.016083
solve	213	0.000178
lu	214	0.016208
solve	214	0.000153
lu	214	0.015563
solve	214	0.000157
lu	214	0.016028
solve	214	0.000165
lu	214	0.015492
solve	214	0.000153
lu	214	0.015481
solve	214	0.000153
lu	214	0.015475
solve	214	0.000153
lu	214	0.015353
solve	214	0.000154
lu	214	0.015542
solve	214	0.000153
lu	214	0.015490
solve	214	0.000161
lu	214	0.016828
solve	214	0.000154
lu	215	0.015828
solve	215	0.000158
lu	215	0.015796
solve	215	0.000155
lu	215	0.015970
solve	215	0.000156
lu	215	0.015656
solve	215	0.000155
lu	215	0.015638
solve	215	0.000154
lu	215	0.015828
solve	215	0.000155
lu	215	0.015887
solve	215	0.000154
lu	215	0.015645
solve	215	0.000155
lu	215	0.016292
solve	215	0.000162
lu	215	0.015649
solve	215	0.000155
lu	216	0.015764
solve	216	0.000156
lu	216	0.016775
solve	216	0.000157
lu	216	0.015895
solve	216	0.000159
lu	216	0.015916
solve	216	0.000168
lu	216	0.016616
solve	216	0.000163
lu	216	0.015652
solve	216	0.000170
lu	216	0.015894
solve	216	0.000157
lu	216	0.015682
solve	216	0.000158
lu	216	0.016009
solve	216	0.000170
lu	216	0.016029
solve	216	0.000157
lu	217	0.016151
solve	217	0.000165
lu	217	0.016093
solve	217	0.000155
lu	217	0.015991
solve	217	0.000176
lu	217	0.017884
solve	217	0.000160
lu	217	0.016048
solve	217	0.000159
lu	217	0.016068
solve	217	0.000160
lu	217	0.016392
solve	217	0.000166
lu	217	0.015969
solve	217	0.000157
lu	217	0.016052
solve	217	0.000158
lu	217	0.016120
solve	217	0.000159
lu	218	0.017481
solve	218	0.000170
lu	218	0.016416
solve	218	0.000185
lu	218	0.016576
solve	218	0.000173
lu	218	0.017901
solve	218	0.000175
lu	218	0.019374
solve	218	0.000203
lu	218	0.017523
solve	218	0.000230
lu	218	0.016353
solve	218	0.000160
lu	218	0.016423
solve	218	0.000187
lu	218	0.016516
solve	218	0.000159
lu	218	0.016354
solve	218	0.000159
lu	219	0.016578
solve	219	0.000160
lu	219	0.016565
solve	219	0.000160
lu	219	0.016612
solve	219	0.000180
lu	219	0.016868
solve	219	0.000165
lu	219	0.016514
solve	219	0.000159
lu	219	0.016489
solve	219	0.000162
lu	219	0.016568
solve	219	0.000171
lu	219	0.016680
solve	219	0.000165
lu	219	0.016591
solve	219	0.000183
lu	219	0.016503
solve	219	0.000170
lu	220	0.017021
solve	220	0.000166
lu	220	0.016679
solve	220	0.000163
lu	220	0.016735
solve	220	0.000161
lu	220	0.016811
solve	220	0.000161
lu	220	0.016702
solve	220	0.000159
lu	220	0.016938
solve	220	0.000162
lu	220	0.016768
solve	220	0.000161
lu	220	0.016642
solve	220	0.000165
lu	220	0.016811
solve	220	0.000162
lu	220	0.016779
solve	220	0.000162
lu	221	0.017576
solve	221	0.000162
lu	221	0.016917
solve	221	0.000166
lu	221	0.017162
solve	221	0.000165
lu	221	0.017035
solve	221	0.000165
lu	221	0.017245
solve	221	0.000164
lu	221	0.017132
solve	221	0.000174
lu	221	0.016794
solve	221	0.000168
lu	221	0.017019
solve	221	0.000163
lu	221	0.017035
solve	221	0.000163
lu	221	0.017125
solve	221	0.000162
lu	222	0.017216
solve	222	0.000161
lu	222	0.017112
solve	222	0.000167
lu	222	0.017252
solve	222	0.000165
lu	222	0.017517
solve	222	0.000167
lu	222	0.017257
solve	222	0.000175
lu	222	0.017105
solve	222	0.000165
lu	222	0.017476
solve	222	0.000164
lu	222	0.017331
solve	222	0.000167
lu	222	0.017400
solve	222	0.000165
lu	222	0.017220
solve	222	0.000164
lu	223	0.017438
solve	223	0.000178
lu	223	0.017437
solve	223	0.000168
lu	223	0.017685
solve	223	0.000169
lu	223	0.017364
solve	223	0.000167
lu	223	0.017412
solve	223	0.000166
lu	223	0.017351
solve	223	0.000166
lu	223	0.017547
solve	223	0.000168
lu	223	0.017570
solve	223	0.000167
lu	223	0.019735
solve	223	0.000279
lu	223	0.027525
solve	223	0.000305
lu	224	0.019381
solve	224	0.000216
lu	224	0.020084
solve	224	0.000470
lu	224	0.020581
solve	224	0.000168
lu	224	0.017479
solve	224	0.000172
lu	224	0.016617
solve	224	0.000168
lu	224	0.017102
solve	224	0.000204
lu	224	0.017020
solve	224	0.000167
lu	224	0.016429
solve	224	0.000167
lu	224	0.016707
solve	224	0.000169
lu	224	0.016408
solve	224	0.000181
lu	225	0.016664
solve	225	0.000170
lu	225	0.019508
solve	225	0.000174
lu	225	0.018444
solve	225	0.000174
lu	225	0.019322
solve	225	0.000195
lu	225	0.018824
solve	225	0.000176
lu	225	0.017974
solve	225	0.000169
lu	225	0.018706
solve	225	0.000224
lu	225	0.017911
solve	225	0.000164
lu	225	0.018000
solve	225	0.000169
lu	225	0.019150
solve	225	0.000172
lu	226	0.018329
solve	226	0.000171
lu	226	0.019199
solve	226	0.000215
lu	226	0.019639
solve	226	0.000183
lu	226	0.018578
solve	226	0.000178
lu	226	0.019285
solve	226	0.000201
lu	226	0.018347
solve	226	0.000172
lu	226	0.018250
solve	226	0.000175
lu	226	0.018812
solve	226	0.000166
lu	226	0.018291
solve	226	0.000224
lu	226	0.018738
solve	226	0.000203
lu	227	0.018502
solve	227	0.000172
lu	227	0.018354
solve	227	0.000171
lu	227	0.018329
solve	227	0.000174
lu	227	0.018555
solve	227	0.000173
lu	227	0.018339
solve	227	0.000174
lu	227	0.018482
solve	227	0.000173
lu	227	0.018327
solve	227	0.000172
lu	227	0.018458
solve	227	0.000175
lu	227	0.018997
solve	227	0.000191
lu	227	0.018497
solve	227	0.000174
lu	228	0.018729
solve	228	0.000171
lu	228	0.018546
solve	228	0.000173
lu	228	0.018595
solve	228	0.000174
lu	228	0.018716
solve	228	0.000174
lu	228	0.018651
solve	228	0.000174
lu	228	0.018559
solve	228	0.000176
lu	228	0.018739
solve	228	0.000178
lu	228	0.018677
solve	228	0.000176
lu	228	0.018722
solve	228	0.000242
lu	228	0.020303
solve	228	0.000226
lu	229	0.023513
solve	229	0.000224
lu	229	0.022479
solve	229	0.000193
lu	229	0.019731
solve	229	0.000184
lu	229	0.019387
solve	229	0.000187
lu	229	0.018975
solve	229	0.000182
lu	229	0.018835
solve	229	0.000181
lu	229	0.018938
solve	229	0.000175
lu	229	0.020654
solve	229	0.000197
lu	229	0.018973
solve	229	0.000172
lu	229	0.018784
solve	229	0.000184
lu	230	0.020212
solve	230	0.000173
lu	230	0.019207
solve	230	0.000178
lu	230	0.020063
solve	230	0.000179
lu	230	0.020994
solve	230	0.000192
lu	230	0.019689
solve	230	0.000177
lu	230	0.019725
solve	230	0.000186
lu	230	0.019179
solve	230	0.000173
lu	230	0.020545
solve	230	0.000189
lu	230	0.019426
solve	230	0.000176
lu	230	0.019527
solve	230	0.000183
lu	231	0.019511
solve	231	0.000209
lu	231	0.020263
solve	231	0.000184
lu	231	0.019573
solve	231	0.000182
lu	231	0.019260
solve	231	0.000178
lu	231	0.019403
solve	231	0.000179
lu	231	0.020078
solve	231	0.000185
lu	231	0.019778
solve	231	0.000194
lu	231	0.020755
solve	231	0.000181
lu	231	0.019354
solve	231	0.000190
lu	231	0.019803
solve	231	0.000188
lu	232	0.020233
solve	232	0.000182
lu	232	0.019724
solve	232	0.000180
lu	232	0.019690
solve	232	0.000179
lu	232	0.019629
solve	232	0.000180
lu	232	0.019674
solve	232	0.000180
lu	232	0.019836
solve	232	0.000180
lu	232	0.019871
solve	232	0.000183
lu	232	0.020079
solve	232	0.000186
lu	232	0.019726
solve	232	0.000181
lu	232	0.019784
solve	232	0.000180
lu	233	0.019815
solve	233	0.000181
lu	233	0.019981
solve	233	0.000183
lu	233	0.018905
solve	233	0.000181
lu	233	0.019473
solve	233	0.000182
lu	233	0.018892
solve	233	0.000182
lu	233	0.019466
solve	233	0.000181
lu	233	0.019996
solve	233	0.000205
lu	233	0.020687
solve	233	0.000271
lu	233	0.022875
solve	233	0.000243
lu	233	0.019964
solve	233	0.000191
lu	234	0.020627
solve	234	0.000185
lu	234	0.020594
solve	234	0.000186
lu	234	0.020573
solve	234	0.000180
lu	234	0.020884
solve	234	0.000188
lu	234	0.020365
solve	234	0.000226
lu	234	0.020404
solve	234	0.000182
lu	234	0.020387
solve	234	0.000184
lu	234	0.020220
solve	234	0.000197
lu	234	0.020684
solve	234	0.000237
lu	234	0.020842
solve	234	0.000184
lu	235	0.025460
solve	235	0.000205
lu	235	0.019375
solve	235	0.000188
lu	235	0.019460
solve	235	0.000185
lu	235	0.019241
solve	235	0.000184
lu	235	0.019231
solve	235	0.000185
lu	235	0.019220
solve	235	0.000188
lu	235	0.019188
solve	235	0.000184
lu	235	0.019048
solve	235	0.000185
lu	235	0.019769
solve	235	0.000190
lu	235	0.019349
solve	235	0.000185
lu	236	0.021811
solve	236	0.000195
lu	236	0.020673
solve	236	0.000186
lu	236	0.020894
solve	236	0.000187
lu	236	0.020922
solve	236	0.000186
lu	236	0.021195
solve	236	0.000191
lu	236	0.022457
solve	236	0.000186
lu	236	0.021646
solve	236	0.000186
lu	236	0.022146
solve	236	0.000237
lu	236	0.020831
solve	236	0.000230
lu	236	0.021384
solve	236	0.000192
lu	237	0.021229
solve	237	0.000189
lu	237	0.021124
solve	237	0.000189
lu	237	0.021307
solve	237	0.000187
lu	237	0.021313
solve	237	0.000194
lu	237	0.021966
solve	237	0.000190
lu	237	0.022103
solve	237	0.000210
lu	237	0.021028
solve	237	0.000193
lu	237	0.021772
solve	237	0.000197
lu	237	0.022251
solve	237	0.000204
lu	237	0.021544
solve	237	0.000188
lu	238	0.021678
solve	238	0.000196
lu	238	0.021240
solve	238	0.000184
lu	238	0.021681
solve	238	0.000206
lu	238	0.024209
solve	238	0.000210
lu	238	0.022064
solve	238	0.000233
lu	238	0.023241
solve	238	0.000190
lu	238	0.021818
solve	238	0.000190
lu	238	0.021554
solve	238	0.000191
lu	238	0.021856
solve	238	0.000203
lu	238	0.021475
solve	238	0.000191
lu	239	0.021522
solve	239	0.000196
lu	239	0.022759
solve	239	0.000197
lu	239	0.021406
solve	239	0.000191
lu	239	0.021311
solve	239	0.000191
lu	239	0.023066
solve	239	0.000191
lu	239	0.022378
solve	239	0.000211
lu	239	0.022297
solve	239	0.000200
lu	239	0.021455
solve	239	0.000203
lu	239	0.021513
solve	239	0.000189
lu	239	0.021675
solve	239	0.000193
lu	240	0.023068
solve	240	0.000198
lu	240	0.022348
solve	240	0.000219
lu	240	0.023499
solve	240	0.000206
lu	240	0.022018
solve	240	0.000205
lu	240	0.022432
solve	240	0.000198
lu	240	0.022595
solve	240	0.000211
lu	240	0.023150
